Message ke-0;97;220151244320828072911456237062809496575;1643952600.283517
Message ke-1;64;337234374962860231150495997934323474832;1643952600.284969
Message ke-2;60;52949554143196150620193237484159489251;1643952600.286317
Message ke-3;67;287401392022423251325711454271101392492;1643952600.287634
Message ke-4;63;68088655951337236989879267917521946412;1643952600.289028
Message ke-5;96;228347526220119461156826399073701885306;1643952600.290419
Message ke-6;95;287052267535970355087779310903828207880;1643952600.29197
Message ke-7;78;327581540232724362417271997203203209463;1643952600.293454
Message ke-8;92;88848265018577755689054566658772262812;1643952600.29497
Message ke-9;75;267168623838592850831418322926421721957;1643952600.296486
Message ke-10;60;52949554143196150620193237484159489251;1643952600.297981
Message ke-11;68;287354068315160970832700281722935860021;1643952600.299538
Message ke-12;89;287090497165357579282532767415943681965;1643952600.301222
Message ke-13;71;118826371957720128870173365802765291143;1643952600.303098
Message ke-14;63;68088655951337236989879267917521946412;1643952600.304798
Message ke-15;94;48428866707402930674664150637616259004;1643952600.306423
Message ke-16;60;52949554143196150620193237484159489251;1643952600.308184
Message ke-17;73;114635921778621706298496245187713862977;1643952600.309849
Message ke-18;87;131638918535066368911661113243708991766;1643952600.312478
Message ke-19;100;144368453306009076583177495995424871146;1643952600.31409
Message ke-20;81;87567094201721215541187873814085182813;1643952600.315675
Message ke-21;98;185798945139698226383941330421949056380;1643952600.31781
Message ke-22;87;131638918535066368911661113243708991766;1643952600.319529
Message ke-23;100;144368453306009076583177495995424871146;1643952600.321237
Message ke-24;91;211669716906074856819062764299657351222;1643952600.322952
Message ke-25;94;48428866707402930674664150637616259004;1643952600.324629
Message ke-26;89;287090497165357579282532767415943681965;1643952600.32624
Message ke-27;68;287354068315160970832700281722935860021;1643952600.327876
Message ke-28;70;235892463031172757967712708119044892044;1643952600.329487
Message ke-29;75;267168623838592850831418322926421721957;1643952600.331163
Message ke-30;70;235892463031172757967712708119044892044;1643952600.332768
Message ke-31;89;287090497165357579282532767415943681965;1643952600.334701
Message ke-32;84;216227377508684071798633548463068190209;1643952600.33673
Message ke-33;83;335564055586231937020181053219472185727;1643952600.338512
Message ke-34;90;80725525981659301393650598476446398975;1643952600.340326
Message ke-35;83;335564055586231937020181053219472185727;1643952600.342049
Message ke-36;69;291745958438122599449508030265961387598;1643952600.343836
Message ke-37;75;267168623838592850831418322926421721957;1643952600.345424
Message ke-38;63;68088655951337236989879267917521946412;1643952600.34709
Message ke-39;84;216227377508684071798633548463068190209;1643952600.348721
Message ke-40;98;185798945139698226383941330421949056380;1643952600.35062
Message ke-41;65;111890878149542220216382908227311513495;1643952600.35307
Message ke-42;63;68088655951337236989879267917521946412;1643952600.354878
Message ke-43;85;253081758428976603655922603503986449003;1643952600.35656
Message ke-44;67;287401392022423251325711454271101392492;1643952600.358313
Message ke-45;84;216227377508684071798633548463068190209;1643952600.360012
Message ke-46;70;235892463031172757967712708119044892044;1643952600.361682
Message ke-47;72;163584089383097582165761511869802491750;1643952600.363329
Message ke-48;68;287354068315160970832700281722935860021;1643952600.36497
Message ke-49;65;111890878149542220216382908227311513495;1643952600.366574
Message ke-50;66;44723698589491781631087862046813939262;1643952600.368416
Message ke-51;90;80725525981659301393650598476446398975;1643952600.37027
Message ke-52;67;287401392022423251325711454271101392492;1643952600.372198
Message ke-53;96;228347526220119461156826399073701885306;1643952600.373856
Message ke-54;65;111890878149542220216382908227311513495;1643952600.375448
Message ke-55;81;87567094201721215541187873814085182813;1643952600.377035
Message ke-56;67;287401392022423251325711454271101392492;1643952600.378649
Message ke-57;66;44723698589491781631087862046813939262;1643952600.380275
Message ke-58;63;68088655951337236989879267917521946412;1643952600.381925
Message ke-59;61;202621840572162071286596870770545524752;1643952600.38363
Message ke-60;93;22604577699016311128176834841598695707;1643952600.385466
Message ke-61;79;264082899799131262969924596428078806449;1643952600.387235
Message ke-62;75;267168623838592850831418322926421721957;1643952600.389439
Message ke-63;91;211669716906074856819062764299657351222;1643952600.391195
Message ke-64;90;80725525981659301393650598476446398975;1643952600.392888
Message ke-65;81;87567094201721215541187873814085182813;1643952600.394511
Message ke-66;67;287401392022423251325711454271101392492;1643952600.396248
Message ke-67;69;291745958438122599449508030265961387598;1643952600.397829
Message ke-68;85;253081758428976603655922603503986449003;1643952600.399468
Message ke-69;98;185798945139698226383941330421949056380;1643952600.401187
Message ke-70;80;132757827141808759327659791525435879827;1643952600.402911
Message ke-71;79;264082899799131262969924596428078806449;1643952600.404864
Message ke-72;63;68088655951337236989879267917521946412;1643952600.406762
Message ke-73;82;193904807469976269325598875205515457088;1643952600.408689
Message ke-74;74;43345314608234708678620527370044035627;1643952600.410542
Message ke-75;89;287090497165357579282532767415943681965;1643952600.41223
Message ke-76;61;202621840572162071286596870770545524752;1643952600.413844
Message ke-77;86;296158479110468815912992422233341935845;1643952600.415429
Message ke-78;72;163584089383097582165761511869802491750;1643952600.417016
Message ke-79;79;264082899799131262969924596428078806449;1643952600.418857
Message ke-80;60;52949554143196150620193237484159489251;1643952600.420594
Message ke-81;84;216227377508684071798633548463068190209;1643952600.422229
Message ke-82;88;327003280756587585303162600888626244794;1643952600.424272
Message ke-83;63;68088655951337236989879267917521946412;1643952600.425943
Message ke-84;87;131638918535066368911661113243708991766;1643952600.427615
Message ke-85;93;22604577699016311128176834841598695707;1643952600.429252
Message ke-86;83;335564055586231937020181053219472185727;1643952600.431803
Message ke-87;83;335564055586231937020181053219472185727;1643952600.433528
Message ke-88;96;228347526220119461156826399073701885306;1643952600.435528
Message ke-89;91;211669716906074856819062764299657351222;1643952600.437784
Message ke-90;60;52949554143196150620193237484159489251;1643952600.439611
Message ke-91;70;235892463031172757967712708119044892044;1643952600.4417
Message ke-92;79;264082899799131262969924596428078806449;1643952600.443833
Message ke-93;68;287354068315160970832700281722935860021;1643952600.445613
Message ke-94;77;189683626243104462568204804076416827199;1643952600.447242
Message ke-95;72;163584089383097582165761511869802491750;1643952600.448794
Message ke-96;75;267168623838592850831418322926421721957;1643952600.450395
Message ke-97;75;267168623838592850831418322926421721957;1643952600.452288
Message ke-98;65;111890878149542220216382908227311513495;1643952600.453955
Message ke-99;96;228347526220119461156826399073701885306;1643952600.455618
Message ke-100;75;267168623838592850831418322926421721957;1643952600.457285
Message ke-101;87;131638918535066368911661113243708991766;1643952600.458982
Message ke-102;89;287090497165357579282532767415943681965;1643952600.460893
Message ke-103;83;335564055586231937020181053219472185727;1643952600.462724
Message ke-104;70;235892463031172757967712708119044892044;1643952600.464462
Message ke-105;77;189683626243104462568204804076416827199;1643952600.466041
Message ke-106;68;287354068315160970832700281722935860021;1643952600.468146
Message ke-107;70;235892463031172757967712708119044892044;1643952600.469906
Message ke-108;65;111890878149542220216382908227311513495;1643952600.471642
Message ke-109;79;264082899799131262969924596428078806449;1643952600.473259
Message ke-110;71;118826371957720128870173365802765291143;1643952600.475833
Message ke-111;98;185798945139698226383941330421949056380;1643952600.477511
Message ke-112;61;202621840572162071286596870770545524752;1643952600.479418
Message ke-113;87;131638918535066368911661113243708991766;1643952600.481316
Message ke-114;71;118826371957720128870173365802765291143;1643952600.483175
Message ke-115;81;87567094201721215541187873814085182813;1643952600.485041
Message ke-116;79;264082899799131262969924596428078806449;1643952600.486786
Message ke-117;64;337234374962860231150495997934323474832;1643952600.488394
Message ke-118;64;337234374962860231150495997934323474832;1643952600.490038
Message ke-119;75;267168623838592850831418322926421721957;1643952600.491778
Message ke-120;69;291745958438122599449508030265961387598;1643952600.49338
Message ke-121;88;327003280756587585303162600888626244794;1643952600.495005
Message ke-122;87;131638918535066368911661113243708991766;1643952600.497032
Message ke-123;69;291745958438122599449508030265961387598;1643952600.498825
Message ke-124;82;193904807469976269325598875205515457088;1643952600.500445
Message ke-125;71;118826371957720128870173365802765291143;1643952600.502246
Message ke-126;68;287354068315160970832700281722935860021;1643952600.504052
Message ke-127;86;296158479110468815912992422233341935845;1643952600.505782
Message ke-128;78;327581540232724362417271997203203209463;1643952600.508246
Message ke-129;65;111890878149542220216382908227311513495;1643952600.510074
Message ke-130;75;267168623838592850831418322926421721957;1643952600.511763
Message ke-131;79;264082899799131262969924596428078806449;1643952600.513426
Message ke-132;74;43345314608234708678620527370044035627;1643952600.515318
Message ke-133;60;52949554143196150620193237484159489251;1643952600.517236
Message ke-134;99;235947152039779217126819333184359967495;1643952600.519037
Message ke-135;95;287052267535970355087779310903828207880;1643952600.520909
Message ke-136;60;52949554143196150620193237484159489251;1643952600.52265
Message ke-137;97;220151244320828072911456237062809496575;1643952600.524357
Message ke-138;75;267168623838592850831418322926421721957;1643952600.526035
Message ke-139;62;273739897660654364104400350625796776684;1643952600.527665
Message ke-140;79;264082899799131262969924596428078806449;1643952600.529374
Message ke-141;82;193904807469976269325598875205515457088;1643952600.531163
Message ke-142;88;327003280756587585303162600888626244794;1643952600.533298
Message ke-143;82;193904807469976269325598875205515457088;1643952600.535065
Message ke-144;93;22604577699016311128176834841598695707;1643952600.536786
Message ke-145;66;44723698589491781631087862046813939262;1643952600.538416
Message ke-146;92;88848265018577755689054566658772262812;1643952600.540092
Message ke-147;72;163584089383097582165761511869802491750;1643952600.541751
Message ke-148;68;287354068315160970832700281722935860021;1643952600.543386
Message ke-149;100;144368453306009076583177495995424871146;1643952600.545052
Message ke-150;96;228347526220119461156826399073701885306;1643952600.546677
Message ke-151;86;296158479110468815912992422233341935845;1643952600.548363
Message ke-152;90;80725525981659301393650598476446398975;1643952600.550061
Message ke-153;72;163584089383097582165761511869802491750;1643952600.552073
Message ke-154;86;296158479110468815912992422233341935845;1643952600.553776
Message ke-155;94;48428866707402930674664150637616259004;1643952600.555441
Message ke-156;74;43345314608234708678620527370044035627;1643952600.557082
Message ke-157;67;287401392022423251325711454271101392492;1643952600.558634
Message ke-158;72;163584089383097582165761511869802491750;1643952600.560311
Message ke-159;69;291745958438122599449508030265961387598;1643952600.562086
Message ke-160;79;264082899799131262969924596428078806449;1643952600.563842
Message ke-161;93;22604577699016311128176834841598695707;1643952600.565535
Message ke-162;89;287090497165357579282532767415943681965;1643952600.567246
Message ke-163;84;216227377508684071798633548463068190209;1643952600.569459
Message ke-164;96;228347526220119461156826399073701885306;1643952600.571285
Message ke-165;75;267168623838592850831418322926421721957;1643952600.573014
Message ke-166;88;327003280756587585303162600888626244794;1643952600.574666
Message ke-167;89;287090497165357579282532767415943681965;1643952600.576316
